ID,Edad,Experiencia_Previa,Tipo_Ejercicio_Preferido,Frecuencia_Semanal_Planeada,Objetivo_Principal,Tiempo_Disponible_Sesion,Duración_Adherencia_Meses
2685,42,1,Cardio,7,Flexibilidad,42,33
2686,21,0,Funcional,7,Rehabilitación,73,15
2687,35,2,Natación,3,Ganancia muscular,45,28
2688,67,3,Boxeo,2,Ganancia muscular,92,14
2689,68,5,Natación,6,Pérdida de peso,63,24
2690,63,4,Pilates,5,Resistencia,99,31
2691,53,2,Yoga,3,Tonificación,32,14
2692,21,3,Pilates,6,Resistencia,60,2
2693,36,4,Boxeo,7,Rehabilitación,120,25
2694,24,0,Cardio,3,Tonificación,102,3
2695,48,1,CrossFit,2,Flexibilidad,67,20
2696,28,1,Boxeo,2,Resistencia,92,6
2697,59,7,Natación,4,Tonificación,120,30
2698,41,2,Funcional,1,Flexibilidad,102,10
2699,62,4,Funcional,4,Mantenimiento,91,14
2700,61,3,Boxeo,4,Tonificación,70,34
2701,47,3,Pilates,1,Rendimiento deportivo,73,31
2702,50,4,Natación,2,Ganancia muscular,68,1
2703,45,6,CrossFit,3,Mantenimiento,35,27
2704,56,10,Pilates,4,Resistencia,61,18
2705,50,5,Yoga,7,Rehabilitación,69,3
2706,69,4,Boxeo,2,Rehabilitación,38,26
2707,31,2,Funcional,2,Pérdida de peso,31,29
2708,49,2,Natación,7,Mantenimiento,71,13
2709,49,5,CrossFit,2,Pérdida de peso,96,12
2710,56,9,Yoga,2,Resistencia,60,32
2711,31,6,Pesas,7,Flexibilidad,73,16
2712,27,3,Boxeo,3,Tonificación,44,36
2713,58,2,Pesas,4,Rehabilitación,70,13
2714,59,2,CrossFit,3,Flexibilidad,32,14
2715,37,2,CrossFit,3,Ganancia muscular,38,8
2716,19,2,Pilates,3,Flexibilidad,69,16
2717,35,3,Boxeo,3,Resistencia,70,22
2718,70,6,Yoga,3,Tonificación,64,5
2719,53,7,Yoga,7,Rendimiento deportivo,44,30
2720,48,6,Pesas,2,Flexibilidad,74,9
2721,30,2,Funcional,2,Resistencia,120,24
2722,20,2,Pilates,4,Resistencia,44,6
2723,20,2,Yoga,4,Mantenimiento,120,34
2724,29,6,Yoga,1,Flexibilidad,71,7
2725,36,6,CrossFit,2,Mantenimiento,70,15
2726,21,2,CrossFit,7,Ganancia muscular,66,18
2727,64,7,Yoga,2,Ganancia muscular,101,17
2728,61,10,Pilates,2,Ganancia muscular,120,32
2729,28,0,Pilates,5,Pérdida de peso,120,17
2730,51,5,Yoga,7,Pérdida de peso,31,6
2731,48,5,Natación,3,Resistencia,35,5
2732,29,1,Yoga,6,Tonificación,99,14
2733,68,3,Cardio,1,Ganancia muscular,95,12
2734,60,10,Natación,3,Resistencia,67,20
2735,56,2,CrossFit,3,Pérdida de peso,71,29
2736,57,3,Cardio,3,Flexibilidad,94,22
2737,39,4,Natación,1,Flexibilidad,120,17
2738,31,3,Boxeo,4,Ganancia muscular,120,28
2739,20,2,Pilates,7,Pérdida de peso,68,9
2740,30,4,CrossFit,3,Rendimiento deportivo,120,35
2741,56,7,Yoga,4,Resistencia,120,8
2742,30,6,CrossFit,2,Rehabilitación,42,17
2743,69,2,CrossFit,3,Mantenimiento,96,11
2744,45,7,Boxeo,5,Rendimiento deportivo,72,25
2745,22,0,Pesas,2,Resistencia,44,18
2746,53,8,Funcional,3,Flexibilidad,120,5
2747,42,5,Natación,6,Rendimiento deportivo,101,12
2748,53,5,Cardio,2,Ganancia muscular,98,24
2749,45,1,Cardio,4,Mantenimiento,120,18
2750,23,1,Boxeo,3,Resistencia,101,34
2751,65,4,Funcional,1,Tonificación,64,13
2752,55,5,Natación,1,Flexibilidad,63,22
2753,53,6,Natación,5,Flexibilidad,120,20
2754,21,1,Natación,5,Rendimiento deportivo,100,19
2755,26,6,Funcional,5,Ganancia muscular,101,15
2756,35,7,Pesas,3,Mantenimiento,73,15
2757,53,5,Cardio,3,Rehabilitación,64,16
2758,52,9,Funcional,3,Tonificación,95,11
2759,25,2,Pilates,4,Flexibilidad,94,29
2760,44,8,Yoga,7,Ganancia muscular,120,25
2761,34,0,Yoga,4,Pérdida de peso,120,6
2762,60,6,Pesas,4,Ganancia muscular,103,30
2763,50,6,Cardio,5,Pérdida de peso,94,4
2764,61,4,Natación,6,Rehabilitación,105,33
2765,33,3,Pesas,2,Flexibilidad,63,30
2766,59,10,Yoga,1,Mantenimiento,120,11
2767,43,7,Natación,2,Rendimiento deportivo,65,9
2768,68,8,Pilates,3,Rehabilitación,120,6
2769,37,6,CrossFit,3,Resistencia,120,4
2770,46,2,Natación,3,Ganancia muscular,92,27
2771,36,6,Yoga,3,Flexibilidad,68,19
2772,38,1,Natación,4,Rendimiento deportivo,63,25
2773,20,3,Natación,5,Tonificación,120,4
2774,69,8,Funcional,1,Mantenimiento,74,18
2775,29,3,Pilates,4,Rehabilitación,67,33
2776,70,8,CrossFit,5,Flexibilidad,31,33
2777,62,7,Yoga,5,Ganancia muscular,65,5
2778,36,4,Yoga,1,Tonificación,65,29
2779,22,0,CrossFit,3,Rehabilitación,99,6
2780,46,1,Pesas,1,Ganancia muscular,67,20
2781,25,2,Boxeo,4,Flexibilidad,62,14
2782,20,0,Pesas,3,Pérdida de peso,31,27
2783,29,0,Yoga,5,Ganancia muscular,65,30
2784,18,3,Natación,3,Tonificación,94,33
2785,46,8,Yoga,4,Resistencia,74,5
2786,39,1,Pilates,5,Resistencia,100,14
2787,47,3,Funcional,7,Pérdida de peso,30,11
2788,61,5,Natación,7,Resistencia,60,5
2789,27,3,Pesas,3,Tonificación,39,24
2790,41,4,Natación,4,Tonificación,72,29
2791,32,0,Yoga,5,Rendimiento deportivo,93,35
2792,18,2,CrossFit,3,Ganancia muscular,62,29
2793,27,6,Yoga,1,Pérdida de peso,94,19
2794,31,0,Yoga,2,Ganancia muscular,40,27
2795,51,4,Natación,4,Rehabilitación,30,4
2796,57,10,Yoga,4,Mantenimiento,61,8
2797,20,3,Natación,5,Rehabilitación,101,32
2798,41,4,Funcional,3,Tonificación,72,3
2799,60,6,Funcional,5,Flexibilidad,93,35
2800,26,4,Pilates,3,Rehabilitación,32,2
2801,47,5,CrossFit,3,Tonificación,63,33
2802,28,6,Pesas,3,Resistencia,66,25
2803,36,1,Boxeo,4,Resistencia,94,32
2804,65,10,Funcional,7,Mantenimiento,104,26
2805,33,1,CrossFit,5,Tonificación,71,17
2806,31,4,Yoga,3,Mantenimiento,31,20
2807,25,2,Boxeo,4,Ganancia muscular,100,7
2808,35,3,CrossFit,2,Flexibilidad,65,6
2809,23,3,Yoga,6,Resistencia,92,9
2810,64,10,Natación,3,Pérdida de peso,94,36
2811,63,2,Cardio,3,Mantenimiento,37,35
2812,33,6,Funcional,3,Ganancia muscular,33,6
2813,70,5,Natación,3,Mantenimiento,60,7
2814,48,1,CrossFit,1,Pérdida de peso,66,9
2815,23,2,Natación,7,Rendimiento deportivo,32,19
2816,23,2,Yoga,6,Ganancia muscular,33,24
2817,32,2,Cardio,3,Rendimiento deportivo,99,15
2818,24,1,Pilates,3,Tonificación,39,24
2819,23,2,Pesas,2,Tonificación,71,9
2820,48,5,Pilates,5,Rendimiento deportivo,91,35
2821,68,4,Pesas,3,Resistencia,40,10
2822,26,0,Pesas,3,Tonificación,120,21
2823,24,1,Natación,3,Resistencia,120,15
2824,20,1,CrossFit,3,Rehabilitación,120,21
2825,59,7,Cardio,3,Pérdida de peso,91,14
2826,67,3,Yoga,1,Ganancia muscular,120,23
2827,28,4,Pilates,6,Ganancia muscular,45,21
2828,44,3,Pilates,4,Pérdida de peso,120,16
2829,56,9,Funcional,5,Tonificación,120,21
2830,67,3,CrossFit,3,Rehabilitación,120,20
2831,18,3,Boxeo,3,Flexibilidad,60,13
2832,47,8,Pesas,4,Resistencia,62,7
2833,32,0,Boxeo,3,Tonificación,64,6
2834,25,5,Funcional,2,Rendimiento deportivo,103,6
2835,31,2,Pilates,3,Resistencia,71,23
2836,49,1,Funcional,3,Flexibilidad,120,26
2837,62,4,Natación,3,Rehabilitación,74,34
2838,47,6,CrossFit,1,Resistencia,34,18
2839,55,9,Pesas,4,Flexibilidad,91,10
2840,23,1,Funcional,4,Tonificación,99,33
2841,53,3,Funcional,3,Resistencia,101,3
2842,47,6,Pilates,3,Mantenimiento,96,27
2843,46,5,CrossFit,4,Resistencia,42,5
2844,35,6,Natación,1,Ganancia muscular,69,7
2845,35,6,Yoga,3,Flexibilidad,104,35
2846,44,8,Pesas,1,Ganancia muscular,34,10
2847,55,8,CrossFit,1,Pérdida de peso,64,10
2848,54,6,Pilates,7,Mantenimiento,67,26
2849,19,2,Yoga,2,Flexibilidad,120,2
2850,36,8,Yoga,2,Resistencia,32,6
2851,39,6,Yoga,6,Mantenimiento,66,14
2852,18,3,Natación,7,Flexibilidad,95,10
2853,40,7,Funcional,1,Mantenimiento,38,3
2854,28,4,CrossFit,3,Rendimiento deportivo,73,23
2855,57,6,Natación,4,Rehabilitación,64,8
2856,29,4,Yoga,2,Rendimiento deportivo,98,10
2857,58,6,Cardio,1,Tonificación,69,35
2858,19,1,CrossFit,3,Rendimiento deportivo,99,33
2859,50,9,Pesas,3,Pérdida de peso,74,18
2860,69,8,Boxeo,3,Pérdida de peso,72,5
2861,32,1,Cardio,2,Ganancia muscular,120,4
2862,52,8,Pesas,2,Rehabilitación,70,8
2863,36,1,Funcional,4,Rendimiento deportivo,93,16
2864,62,6,Boxeo,4,Resistencia,32,28
2865,22,3,Pesas,1,Rendimiento deportivo,93,8
2866,45,7,Pesas,5,Pérdida de peso,93,23
2867,62,10,Natación,3,Tonificación,63,7
2868,19,0,Natación,2,Resistencia,32,8
2869,60,4,Boxeo,5,Rendimiento deportivo,101,34
2870,33,2,Funcional,3,Rendimiento deportivo,39,10
2871,41,5,Pilates,4,Mantenimiento,91,3
2872,42,1,Boxeo,5,Pérdida de peso,62,3
2873,46,1,Natación,2,Pérdida de peso,32,14
2874,41,4,Natación,2,Rehabilitación,97,5
2875,29,2,CrossFit,6,Pérdida de peso,74,8
2876,28,4,Pesas,1,Rehabilitación,43,16
2877,58,9,Natación,3,Ganancia muscular,93,3
2878,30,1,Pilates,2,Mantenimiento,71,22
2879,39,3,Natación,3,Resistencia,63,27
2880,48,8,Yoga,3,Pérdida de peso,66,7
2881,43,7,Boxeo,2,Flexibilidad,30,35
2882,34,4,Cardio,3,Ganancia muscular,37,10
2883,22,1,Boxeo,6,Flexibilidad,34,29
2884,61,5,Pesas,1,Resistencia,98,25
2885,38,7,Funcional,2,Mantenimiento,104,31
2886,20,3,Cardio,3,Rendimiento deportivo,94,8
2887,39,1,Pilates,2,Tonificación,102,11
2888,58,5,Natación,3,Mantenimiento,120,19
2889,68,4,Yoga,3,Pérdida de peso,61,26
2890,21,0,Pilates,4,Pérdida de peso,69,7
2891,34,2,Boxeo,4,Rehabilitación,103,7
2892,34,6,Pilates,4,Resistencia,39,30
2893,60,5,CrossFit,2,Rehabilitación,43,22
2894,27,0,Boxeo,4,Resistencia,36,28
2895,55,9,Natación,1,Flexibilidad,45,25
2896,57,4,Cardio,7,Mantenimiento,120,23
2897,29,2,Pesas,4,Rehabilitación,101,26
2898,31,6,CrossFit,5,Ganancia muscular,38,35
2899,20,1,Cardio,2,Mantenimiento,41,20
2900,34,0,Yoga,4,Resistencia,70,25
2901,34,4,Yoga,3,Resistencia,105,1
2902,29,1,Pilates,3,Flexibilidad,69,9
2903,31,1,Natación,3,Resistencia,67,34
2904,49,3,Pesas,3,Pérdida de peso,69,20
2905,34,4,Pesas,3,Rehabilitación,67,35
2906,41,5,Yoga,2,Flexibilidad,32,4
2907,50,3,Pilates,1,Pérdida de peso,70,7
2908,19,3,Pilates,2,Resistencia,104,17
2909,23,3,Yoga,1,Ganancia muscular,120,2
2910,43,1,Boxeo,1,Pérdida de peso,62,29
2911,18,3,Natación,2,Rehabilitación,68,15
2912,53,5,Pesas,1,Rehabilitación,99,23
2913,35,3,CrossFit,3,Rendimiento deportivo,44,36
2914,65,8,Yoga,5,Ganancia muscular,101,28
2915,35,7,Natación,4,Rendimiento deportivo,95,21
2916,53,4,Boxeo,4,Flexibilidad,120,22
2917,44,1,Funcional,6,Tonificación,62,20
2918,49,5,Pilates,4,Tonificación,31,19
2919,55,4,Boxeo,3,Rendimiento deportivo,66,33
2920,28,6,Funcional,2,Rehabilitación,120,5
2921,32,0,Cardio,3,Rendimiento deportivo,60,30
2922,56,4,Pesas,5,Resistencia,94,23
2923,46,8,Pilates,5,Pérdida de peso,62,20
2924,64,6,Cardio,3,Pérdida de peso,69,6
2925,20,3,Funcional,3,Pérdida de peso,98,35
2926,34,2,Funcional,2,Ganancia muscular,30,10
2927,37,2,Pilates,1,Ganancia muscular,120,23
2928,30,4,Yoga,4,Resistencia,35,23
2929,61,5,Pilates,3,Mantenimiento,35,29
2930,37,2,CrossFit,7,Resistencia,45,28
2931,21,0,Natación,7,Mantenimiento,74,22
2932,49,4,CrossFit,5,Tonificación,66,8
2933,27,2,CrossFit,3,Mantenimiento,74,9
2934,45,3,CrossFit,3,Ganancia muscular,120,31
2935,57,10,Yoga,3,Ganancia muscular,67,28
2936,34,3,Yoga,3,Flexibilidad,69,2
2937,42,7,Funcional,5,Rendimiento deportivo,35,8
2938,28,4,Pilates,3,Flexibilidad,42,11
2939,41,8,Funcional,2,Flexibilidad,120,19
2940,59,5,Pesas,7,Pérdida de peso,62,1
2941,35,4,Boxeo,3,Mantenimiento,70,18
2942,46,6,Yoga,3,Rendimiento deportivo,64,21
2943,36,1,Funcional,2,Ganancia muscular,45,32
2944,44,8,Pesas,4,Rendimiento deportivo,72,7
2945,35,4,Natación,6,Tonificación,45,8
2946,38,4,Natación,2,Flexibilidad,104,5
2947,37,5,Pesas,3,Tonificación,65,12
2948,51,10,Boxeo,2,Tonificación,60,35
2949,34,0,Funcional,4,Pérdida de peso,30,10
2950,44,4,Funcional,2,Ganancia muscular,90,27
2951,63,2,Yoga,1,Pérdida de peso,71,2
2952,67,2,Boxeo,3,Mantenimiento,100,25
2953,20,0,Funcional,5,Rendimiento deportivo,120,23
2954,46,7,Pilates,4,Ganancia muscular,63,35
2955,49,2,Yoga,4,Rendimiento deportivo,63,4
2956,20,1,CrossFit,3,Rehabilitación,45,28
2957,68,5,Boxeo,6,Rendimiento deportivo,97,32
2958,19,3,Pesas,5,Rendimiento deportivo,90,27
2959,58,6,CrossFit,3,Ganancia muscular,34,28
2960,53,2,Boxeo,1,Flexibilidad,103,33
2961,58,6,Pesas,4,Pérdida de peso,102,6
2962,46,5,Pesas,4,Rendimiento deportivo,64,30
2963,60,9,Yoga,2,Mantenimiento,38,10
2964,40,1,Pilates,2,Rendimiento deportivo,38,32
2965,57,5,CrossFit,2,Resistencia,90,8
2966,25,6,Pesas,3,Rendimiento deportivo,60,17
2967,23,0,Funcional,3,Rehabilitación,64,10
2968,25,3,Funcional,6,Rehabilitación,39,25
2969,28,5,Boxeo,4,Flexibilidad,30,27
2970,65,3,Funcional,4,Tonificación,62,20
2971,18,0,Yoga,4,Rendimiento deportivo,91,24
2972,26,4,Yoga,2,Resistencia,92,32
2973,46,1,Funcional,4,Rehabilitación,34,32
2974,34,5,CrossFit,4,Flexibilidad,63,18
2975,58,10,Pilates,2,Resistencia,68,1
2976,37,8,Yoga,3,Resistencia,61,8
2977,32,6,Cardio,5,Rendimiento deportivo,104,16
2978,22,2,CrossFit,3,Mantenimiento,41,13
2979,20,1,Funcional,7,Ganancia muscular,62,6
2980,19,2,Funcional,1,Mantenimiento,72,13
2981,42,8,Cardio,3,Rehabilitación,68,27
2982,46,7,Cardio,4,Flexibilidad,67,22
2983,36,3,Pilates,3,Flexibilidad,92,16
2984,68,2,Pilates,7,Mantenimiento,36,2
2985,70,3,CrossFit,2,Pérdida de peso,103,10
2986,68,5,Boxeo,4,Rehabilitación,61,8
2987,25,4,CrossFit,3,Tonificación,31,8
2988,35,2,Yoga,2,Resistencia,91,29
2989,20,3,Funcional,4,Resistencia,95,4
2990,29,3,Yoga,2,Resistencia,62,7
2991,53,2,Yoga,3,Flexibilidad,90,13
2992,34,6,Funcional,6,Ganancia muscular,30,13
2993,23,1,Natación,3,Resistencia,60,9
2994,30,3,CrossFit,4,Tonificación,69,15
2995,46,4,Funcional,6,Ganancia muscular,90,23
2996,49,4,Boxeo,4,Rendimiento deportivo,94,19
2997,63,3,Yoga,4,Tonificación,120,34
2998,63,8,Pilates,3,Mantenimiento,91,30
2999,43,1,Cardio,3,Resistencia,71,29
3000,68,7,Boxeo,4,Rendimiento deportivo,120,9
